region,gender,education,customer lifetime value,income,monthly premium auto,number of open complaints,policy type,vehicle class,total claim amount
North West,Male,High School or Below,8639.088723,62082.0,72.0,0,Corporate Auto,Four-Door Car,91.036967
Central,Female,High School or Below,9806.215757,0.0,87.0,0,Personal Auto,Four-Door Car,626.4
West Region,Female,Bachelor,12472.1199,36551.0,107.0,0,Personal Auto,Four-Door Car,53.837271
North West,Male,Bachelor,5794.565797,70524.0,73.0,0,Personal Auto,Four-Door Car,350.4
West Region,Female,High School or Below,2619.027206,60477.0,65.0,0,Corporate Auto,Four-Door Car,139.841411
East,Female,High School or Below,3731.504584,0.0,96.0,0,Personal Auto,Four-Door Car,460.8
North West,Male,High School or Below,5421.018201,40376.0,69.0,0,Personal Auto,Four-Door Car,427.874055
North West,Female,College,6521.368813,72608.0,82.0,3,Personal Auto,Four-Door Car,393.6
Central,Female,High School or Below,41787.90343,46587.0,119.0,2,Personal Auto,Four-Door Car,571.2
Central,Male,High School or Below,9613.613215,34398.0,61.0,1,Personal Auto,Two-Door Car,292.8
West Region,Female,Bachelor,4766.645359,70432.0,61.0,3,Personal Auto,Four-Door Car,6.422285
North West,Female,Doctor,23984.62144,79655.0,296.0,0,Personal Auto,Luxury Vehicle,498.159874
Central,Female,College,7292.913911,0.0,98.0,0,Personal Auto,Two-Door Car,470.4
West Region,Female,Bachelor,21255.49606,73457.0,133.0,1,Personal Auto,SUV,198.115298
West Region,Male,College,5357.75893,0.0,82.0,0,Personal Auto,Four-Door Car,393.6
West Region,Female,Bachelor,5192.355227,23059.0,66.0,0,Personal Auto,Two-Door Car,372.430947
East,Female,Bachelor,7116.549068,0.0,66.0,0,Personal Auto,Four-Door Car,316.8
West Region,Female,Bachelor,11009.13049,51643.0,283.0,0,Personal Auto,Luxury Vehicle,1358.4
Central,Male,High School or Below,4328.373176,72531.0,109.0,1,Personal Auto,Sports Car,523.2
West Region,Male,College,9419.883665,87840.0,118.0,1,Personal Auto,SUV,161.590594
Central,Male,High School or Below,2592.928283,57563.0,66.0,0,Personal Auto,Four-Door Car,316.8
Central,Male,Bachelor,2554.189234,0.0,72.0,2,Personal Auto,Two-Door Car,345.6
North West,Male,Doctor,3528.044252,31278.0,92.0,4,Personal Auto,Two-Door Car,441.6
Central,Female,College,5340.810309,0.0,72.0,0,Personal Auto,Four-Door Car,345.6
West Region,Male,High School or Below,2449.31771,47122.0,62.0,0,Personal Auto,Two-Door Car,297.6
North West,Male,High School or Below,5666.465804,0.0,77.0,0,Personal Auto,Four-Door Car,534.228036
North West,Female,High School or Below,5272.703428,60260.0,66.0,0,Corporate Auto,Four-Door Car,328.366827
North West,Female,College,8672.814261,0.0,125.0,0,Personal Auto,SUV,600.0
Central,Male,High School or Below,7679.677721,12677.0,101.0,0,Personal Auto,SUV,500.633484
Central,Male,High School or Below,2999.338779,28564.0,76.0,0,Corporate Auto,Two-Door Car,364.8
West Region,Female,Bachelor,3834.735196,41341.0,99.0,0,Personal Auto,Four-Door Car,240.24432
Central,Male,College,33053.26869,44246.0,122.0,3,Personal Auto,SUV,585.6
North West,Male,Master,5175.28934,0.0,71.0,0,Personal Auto,Four-Door Car,340.8
West Region,Female,High School or Below,7950.570995,70610.0,99.0,0,Personal Auto,Four-Door Car,240.977382
Central,Female,High School or Below,9935.165983,34831.0,124.0,0,Personal Auto,SUV,595.2
West Region,Female,Bachelor,7861.798596,30374.0,99.0,0,Personal Auto,Four-Door Car,304.537298
West Region,Male,College,8092.87696,50825.0,102.0,0,Personal Auto,SUV,369.614729
North West,Female,Master,5539.349243,80727.0,68.0,0,Personal Auto,Four-Door Car,98.71658
West Region,Female,Bachelor,9628.702696,71269.0,80.0,0,Personal Auto,Four-Door Car,350.689559
East,Male,High School or Below,5827.483965,45794.0,74.0,0,Personal Auto,Four-Door Car,449.63005
West Region,Male,High School or Below,4807.846463,99874.0,119.0,0,Corporate Auto,Sports Car,307.639408
West Region,Female,Bachelor,2582.408525,76731.0,64.0,0,Personal Auto,Four-Door Car,201.455005
West Region,Male,Master,4475.161898,73019.0,112.0,0,Corporate Auto,SUV,537.6
North West,Male,Master,2399.045522,19112.0,62.0,0,Personal Auto,Four-Door Car,259.006614
North West,Male,College,7840.165778,58414.0,210.0,2,Corporate Auto,Luxury Vehicle,1008.0
North West,Male,Bachelor,2378.090679,0.0,70.0,0,Personal Auto,Four-Door Car,734.072654
West Region,Female,High School or Below,3919.366722,66676.0,97.0,0,Personal Auto,Four-Door Car,558.099357
Central,Female,College,8274.145703,69011.0,70.0,0,Personal Auto,Four-Door Car,336.0
West Region,Male,Bachelor,9538.770856,0.0,85.0,0,Personal Auto,Two-Door Car,58.714775
Central,Male,Bachelor,5331.823882,0.0,71.0,0,Personal Auto,Four-Door Car,340.8
Central,Female,Bachelor,4531.675269,0.0,126.0,0,Corporate Auto,SUV,907.2
West Region,Male,High School or Below,3834.210713,0.0,112.0,0,Personal Auto,SUV,806.4
North West,Male,Master,2726.797356,31385.0,69.0,0,Personal Auto,Four-Door Car,68.193193
North West,Female,College,8238.45802,68261.0,102.0,0,Personal Auto,Sports Car,84.097896
Central,Male,High School or Below,4758.470236,92324.0,119.0,2,Corporate Auto,Sports Car,603.110961
West Region,Female,Bachelor,8818.051498,0.0,136.0,4,Personal Auto,SUV,1237.257917
North West,Female,Master,24278.10167,20983.0,97.0,1,Personal Auto,Four-Door Car,451.751555
North West,Male,Bachelor,5595.761077,68004.0,72.0,0,Corporate Auto,Two-Door Car,416.344082
West Region,Female,High School or Below,2682.704812,63471.0,67.0,0,Personal Auto,Two-Door Car,387.71779
North West,Female,Bachelor,3033.407812,27369.0,77.0,0,Personal Auto,Four-Door Car,331.94306
North West,Female,High School or Below,4862.908979,36839.0,61.0,0,Personal Auto,Four-Door Car,152.496995
East,Female,Bachelor,2128.621329,0.0,65.0,2,Personal Auto,Four-Door Car,312.0
Central,Female,High School or Below,12655.52878,26149.0,157.0,0,Personal Auto,SUV,753.6
North West,Female,High School or Below,8556.58016,52440.0,109.0,0,Corporate Auto,Four-Door Car,371.206205
North West,Male,College,12880.74907,24571.0,109.0,0,Personal Auto,Four-Door Car,523.2
North West,Male,High School or Below,3049.837544,0.0,90.0,0,Special Auto,Four-Door Car,432.0
East,Male,Master,3237.996209,60244.0,83.0,3,Personal Auto,Four-Door Car,326.281835
Central,Male,College,5248.978048,0.0,72.0,0,Personal Auto,Four-Door Car,216.700125
East,Female,Bachelor,11009.13049,51643.0,283.0,0,Personal Auto,Luxury Vehicle,1358.4
Central,Female,High School or Below,14267.93156,17157.0,123.0,0,Personal Auto,SUV,770.746666
North West,Male,High School or Below,5325.724541,0.0,73.0,0,Personal Auto,Two-Door Car,496.474767
Central,Male,High School or Below,3034.771777,17308.0,82.0,0,Personal Auto,Four-Door Car,874.324338
Central,Female,College,8329.039004,0.0,118.0,0,Personal Auto,SUV,849.6
West Region,Male,College,2616.613903,72302.0,66.0,0,Personal Auto,Two-Door Car,316.8
West Region,Female,Master,2574.020376,34990.0,65.0,0,Personal Auto,Four-Door Car,42.689135
Central,Male,College,4004.5513,0.0,107.0,0,Personal Auto,Four-Door Car,513.6
Central,Female,Bachelor,6051.799036,0.0,87.0,1,Personal Auto,Four-Door Car,626.4
North West,Male,Bachelor,2839.013244,0.0,81.0,0,Personal Auto,Two-Door Car,388.8
Central,Male,College,1994.774936,0.0,61.0,0,Personal Auto,Four-Door Car,393.215919
North West,Male,College,11944.40399,33760.0,102.0,0,Personal Auto,SUV,123.491865
West Region,Male,Master,6466.304259,0.0,90.0,0,Personal Auto,Four-Door Car,144.776935
Central,Female,High School or Below,6746.434272,70328.0,84.0,0,Corporate Auto,Four-Door Car,293.227028
North West,Male,Bachelor,3561.035706,0.0,99.0,0,Special Auto,Four-Door Car,712.8
Central,Male,Bachelor,20774.02463,0.0,63.0,0,Corporate Auto,Two-Door Car,243.208647
North West,Female,Bachelor,3939.00637,60021.0,99.0,0,Corporate Auto,Four-Door Car,882.871945
West Region,Female,Bachelor,8915.172898,31991.0,81.0,3,Personal Auto,Four-Door Car,548.321886
West Region,Male,Bachelor,8084.325058,20169.0,112.0,1,Personal Auto,SUV,537.6
East,Female,College,4502.980016,0.0,64.0,0,Personal Auto,Two-Door Car,307.2
West Region,Male,High School or Below,4877.954567,20178.0,69.0,2,Corporate Auto,Four-Door Car,331.2
Central,Male,High School or Below,8294.968932,78189.0,103.0,0,Corporate Auto,Four-Door Car,99.143241
East,Male,High School or Below,8485.385641,0.0,244.0,0,Personal Auto,Luxury Vehicle,1756.8
North West,Male,College,4740.202507,0.0,72.0,1,Personal Auto,Four-Door Car,518.4
West Region,Male,High School or Below,8564.768226,95697.0,107.0,0,Personal Auto,Sports Car,178.006524
North West,Male,College,2393.915369,0.0,70.0,0,Personal Auto,Four-Door Car,425.266308
North West,Male,High School or Below,2458.746211,0.0,70.0,0,Personal Auto,Four-Door Car,504.0
Central,Female,High School or Below,19597.05706,64559.0,62.0,0,Personal Auto,Four-Door Car,107.538749
East,Male,College,21892.93859,58149.0,61.0,0,Special Auto,Four-Door Car,292.8
West Region,Male,College,8728.456239,0.0,124.0,0,Personal Auto,SUV,473.469932
North West,Male,High School or Below,2386.201293,70911.0,63.0,3,Corporate Auto,Two-Door Car,302.4
East,Male,High School or Below,21892.3539,78337.0,62.0,2,Corporate Auto,Two-Door Car,36.285512
Central,Female,Doctor,2813.50617,50397.0,70.0,0,Corporate Auto,Four-Door Car,350.65008
Central,Female,Master,2996.889929,51199.0,74.0,0,Corporate Auto,Four-Door Car,355.2
Central,Female,Bachelor,4063.331688,46928.0,102.0,1,Personal Auto,Four-Door Car,631.402071
North West,Female,Master,8368.875358,23879.0,107.0,0,Corporate Auto,SUV,635.64283
West Region,Female,Master,4626.801093,79487.0,114.0,0,Personal Auto,SUV,547.2
North West,Female,High School or Below,7516.786075,0.0,106.0,0,Personal Auto,SUV,850.593038
Central,Female,High School or Below,3644.833554,82477.0,90.0,0,Personal Auto,Two-Door Car,432.0
East,Female,Master,11981.98481,21514.0,62.0,0,Personal Auto,Two-Door Car,257.248789
Central,Female,High School or Below,2601.810999,57231.0,65.0,0,Personal Auto,Four-Door Car,305.117221
North West,Female,High School or Below,4654.954187,0.0,69.0,4,Corporate Auto,Four-Door Car,331.2
West Region,Female,Bachelor,3579.773094,84598.0,89.0,2,Personal Auto,Two-Door Car,639.267653
Central,Male,College,5388.023812,48895.0,68.0,0,Corporate Auto,Four-Door Car,325.009146
Central,Male,High School or Below,3705.291862,84493.0,92.0,0,Personal Auto,Four-Door Car,441.6
West Region,Female,Bachelor,8613.464001,37277.0,109.0,1,Personal Auto,SUV,417.72438
North West,Male,High School or Below,2703.266928,0.0,71.0,0,Personal Auto,Two-Door Car,497.392925
West Region,Female,College,2511.697993,14906.0,66.0,0,Corporate Auto,Four-Door Car,421.632668
Central,Male,Doctor,24186.24342,14710.0,112.0,0,Personal Auto,Sports Car,537.6
West Region,Female,Bachelor,15120.21281,20656.0,130.0,0,Corporate Auto,SUV,706.114237
North West,Female,Bachelor,13379.81103,0.0,194.0,0,Personal Auto,Luxury Vehicle,1396.8
West Region,Male,Bachelor,2308.692609,0.0,64.0,0,Personal Auto,Four-Door Car,431.768752
West Region,Female,Bachelor,7319.575712,57777.0,61.0,1,Corporate Auto,Four-Door Car,273.879927
North West,Male,Bachelor,26113.36,80409.0,74.0,0,Personal Auto,Two-Door Car,262.984836
West Region,Male,High School or Below,5639.941974,73168.0,70.0,0,Special Auto,Four-Door Car,425.800112
Central,Female,Bachelor,4715.285559,0.0,64.0,0,Personal Auto,Two-Door Car,345.345026
West Region,Female,College,2742.797845,32437.0,69.0,0,Corporate Auto,Two-Door Car,331.2
West Region,Female,College,3808.122147,94903.0,94.0,0,Personal Auto,Two-Door Car,451.2
Central,Female,Bachelor,4692.048347,82534.0,118.0,0,Personal Auto,SUV,4.23752
Central,Male,Bachelor,4055.399126,0.0,121.0,0,Personal Auto,SUV,1215.970113
Central,Female,High School or Below,41787.90343,46587.0,119.0,2,Personal Auto,Four-Door Car,571.2
West Region,Male,Bachelor,9800.33636,32245.0,124.0,0,Personal Auto,SUV,257.502471
Central,Male,Bachelor,12379.56803,39886.0,64.0,1,Personal Auto,Two-Door Car,290.359207
West Region,Male,College,9705.30895,79157.0,61.0,0,Corporate Auto,Two-Door Car,117.781906
North West,Male,Bachelor,4253.283113,0.0,62.0,0,Personal Auto,Two-Door Car,446.4
North West,Male,Bachelor,3567.503755,0.0,102.0,0,Corporate Auto,SUV,660.430456
Central,Male,High School or Below,5153.91989,0.0,74.0,0,Personal Auto,Four-Door Car,532.8
Central,Male,College,7559.206998,0.0,119.0,1,Corporate Auto,Four-Door Car,964.51598
East,Male,College,4194.906755,0.0,64.0,3,Special Auto,Two-Door Car,759.285255
North West,Male,Bachelor,2829.312319,25860.0,72.0,0,Personal Auto,Four-Door Car,345.6
East,Female,Master,3221.788294,77882.0,79.0,0,Personal Auto,Four-Door Car,379.2
North West,Male,Doctor,10972.06778,24164.0,137.0,0,Personal Auto,Sports Car,657.6
Central,Male,College,2430.959055,0.0,70.0,0,Personal Auto,Four-Door Car,341.329847
North West,Male,High School or Below,3790.190029,66169.0,96.0,1,Personal Auto,Two-Door Car,156.429591
West Region,Male,Bachelor,8838.085637,82664.0,114.0,3,Corporate Auto,SUV,133.425609
Central,Female,Doctor,20101.65141,23638.0,102.0,0,Personal Auto,SUV,489.6
Central,Male,Bachelor,6388.21126,26436.0,83.0,0,Personal Auto,Two-Door Car,398.4
Central,Female,College,2656.522604,0.0,78.0,1,Personal Auto,Four-Door Car,374.4
Central,Male,Bachelor,7714.60093,13154.0,102.0,0,Personal Auto,SUV,489.6
West Region,Female,Master,2704.537211,24173.0,70.0,0,Personal Auto,Four-Door Car,181.468292
West Region,Male,High School or Below,2495.464753,26689.0,64.0,0,Corporate Auto,Four-Door Car,424.711758
Central,Female,Bachelor,2498.35063,31357.0,63.0,0,Personal Auto,Four-Door Car,2.016239
North West,Female,College,5614.587986,40417.0,71.0,1,Personal Auto,Four-Door Car,130.303439
East,Male,High School or Below,2089.337182,0.0,63.0,1,Personal Auto,Four-Door Car,453.6
Central,Male,High School or Below,5137.349322,93872.0,64.0,0,Personal Auto,Four-Door Car,206.495442
North West,Female,Bachelor,5394.913017,29853.0,69.0,0,Personal Auto,Four-Door Car,76.586018
Central,Female,College,7341.741414,88049.0,92.0,0,Corporate Auto,Two-Door Car,567.065802
East,Female,College,4791.081559,29111.0,63.0,0,Personal Auto,Four-Door Car,302.4
North West,Male,Master,25169.18817,37282.0,79.0,0,Personal Auto,Four-Door Car,222.508607
Central,Female,College,2147.656911,0.0,62.0,0,Personal Auto,Two-Door Car,297.6
West Region,Female,Bachelor,9902.392683,0.0,133.0,0,Personal Auto,SUV,945.169882
East,Male,High School or Below,3157.742637,58248.0,80.0,0,Corporate Auto,Four-Door Car,134.371323
North West,Female,High School or Below,6269.136365,0.0,89.0,1,Special Auto,Two-Door Car,942.277602
Central,Female,College,10839.50749,26367.0,139.0,0,Personal Auto,SUV,105.991559
Central,Female,Master,7675.871354,89586.0,63.0,1,Personal Auto,Four-Door Car,302.4
East,Female,High School or Below,7035.974353,86642.0,87.0,0,Personal Auto,Two-Door Car,234.057985
East,Female,High School or Below,3576.705025,24959.0,89.0,0,Corporate Auto,Four-Door Car,640.8
North West,Male,Bachelor,10845.74473,27279.0,137.0,0,Personal Auto,SUV,770.227699
North West,Male,Bachelor,2656.99458,57117.0,67.0,0,Personal Auto,Four-Door Car,321.6
North West,Female,College,6883.665071,64600.0,86.0,0,Personal Auto,Four-Door Car,168.28738
West Region,Male,College,20314.44095,42218.0,180.0,3,Personal Auto,Luxury Vehicle,212.130344
Central,Male,Bachelor,20120.56053,32869.0,85.0,0,Corporate Auto,Two-Door Car,117.467331
East,Female,Master,2547.370551,26047.0,64.0,1,Personal Auto,Four-Door Car,187.903224
North West,Female,High School or Below,34611.37896,20090.0,109.0,0,Personal Auto,Sports Car,523.2
North West,Female,High School or Below,4254.620669,11904.0,61.0,2,Personal Auto,Two-Door Car,292.8
West Region,Female,High School or Below,3659.18314,0.0,106.0,0,Personal Auto,SUV,763.2
East,Female,Bachelor,2577.514741,49467.0,65.0,0,Personal Auto,Two-Door Car,413.695258
North West,Male,Bachelor,26243.85811,55705.0,113.0,0,Personal Auto,SUV,149.90747
North West,Female,Bachelor,27064.46339,83560.0,113.0,1,Corporate Auto,Four-Door Car,276.048405
Central,Male,College,8092.87696,50825.0,102.0,0,Personal Auto,SUV,369.614729
Central,Female,Doctor,2691.217074,82108.0,67.0,0,Personal Auto,Four-Door Car,52.804096
North West,Male,College,5218.343293,85721.0,65.0,0,Corporate Auto,Four-Door Car,312.0
West Region,Male,High School or Below,8267.848845,59597.0,69.0,0,Special Auto,Two-Door Car,222.791933
West Region,Male,High School or Below,5568.947534,0.0,79.0,1,Corporate Auto,Two-Door Car,407.440238
West Region,Male,High School or Below,2594.809242,0.0,73.0,0,Corporate Auto,Four-Door Car,350.4
Central,Female,High School or Below,8646.504109,64125.0,108.0,0,Personal Auto,SUV,369.818708
West Region,Female,High School or Below,2423.755534,22319.0,63.0,1,Personal Auto,Two-Door Car,302.4
Central,Male,College,2814.2088,94304.0,71.0,0,Personal Auto,Two-Door Car,182.815897
North West,Female,Master,2506.263939,17193.0,66.0,0,Corporate Auto,Four-Door Car,316.8
West Region,Female,High School or Below,4424.579094,37800.0,112.0,0,Corporate Auto,SUV,662.715218
Central,Female,College,9555.169159,96269.0,118.0,0,Personal Auto,Four-Door Car,58.776508
North West,Male,College,13869.92705,28432.0,118.0,0,Corporate Auto,SUV,612.300581
Central,Female,High School or Below,8841.77038,0.0,118.0,0,Personal Auto,SUV,566.4
West Region,Male,Bachelor,8836.030712,63909.0,112.0,0,Personal Auto,SUV,206.911942
Central,Female,Bachelor,33473.34946,33190.0,106.0,0,Personal Auto,SUV,508.8
Central,Male,College,5000.61936,43723.0,66.0,3,Personal Auto,Four-Door Car,316.8
Central,Female,High School or Below,16468.22079,0.0,63.0,0,Corporate Auto,Four-Door Car,685.12694
Central,Female,High School or Below,9233.19066,42600.0,115.0,0,Personal Auto,Sports Car,660.136987
Central,Female,Bachelor,2448.811216,87802.0,63.0,5,Personal Auto,Four-Door Car,173.899238
East,Female,High School or Below,18544.30271,34087.0,235.0,0,Personal Auto,Luxury Vehicle,889.518521
North West,Male,Master,5229.986897,18129.0,69.0,0,Personal Auto,Four-Door Car,364.695093
Central,Female,College,41745.00646,45431.0,116.0,0,Personal Auto,Four-Door Car,556.8
West Region,Female,Bachelor,7531.033623,0.0,71.0,0,Personal Auto,Four-Door Car,511.2
Central,Male,High School or Below,8024.508444,95191.0,101.0,0,Corporate Auto,Four-Door Car,316.111035
Central,Female,Master,16261.16768,41671.0,136.0,0,Personal Auto,SUV,570.388228
North West,Male,High School or Below,8022.686194,53231.0,101.0,0,Personal Auto,SUV,484.8
North West,Male,College,2640.316068,77299.0,66.0,0,Personal Auto,Four-Door Car,151.872106
North West,Female,High School or Below,5266.420543,93348.0,65.0,0,Personal Auto,Four-Door Car,108.567965
West Region,Male,Bachelor,3362.670123,0.0,107.0,2,Personal Auto,Four-Door Car,770.4
Central,Female,High School or Below,2630.009217,0.0,78.0,1,Corporate Auto,Four-Door Car,374.4
